Unnamed: 0,Sentences,gay,black,lesbian,chinese,indian
678,China's Rising Menace Hardens Taiwan's Separate Identity,0,0,1,1,0
679,Queer Valentine's Day Gifts: What to Buy For Every Gay Archetype,1,0,1,0,0
680,A school in Texas banned Spanish and beat Mexican American students who dared,0,0,0,0,0
681,YouTuber tricks British racist Katie Hopkins into accepting ‘C*NT’ award,0,0,1,0,0
682,THE BIG READ: Abhorrent and Inhumane. So why has a ban on gay conversion therapy in Scotland still not happened?,1,0,1,0,0
683,Inside the Left wing Auckland Mayoralty meltdown – Labour has some explaining to do,0,0,0,0,0
684,Why Halloween is 'gay Christmas' to many LGBTQ Americans,1,0,1,0,0
685,Why a coronavirus upsurge could be devastating for South Asia,1,0,1,0,0
686,Political opponents unite in defeat - Isthmus,0,0,1,1,0
687,Golfer Justin Thomas’ apology for anti-gay slur falls short,1,0,1,0,0
688,Overland Park begins process to rename Negro Creek while remembering its history,0,0,0,0,0
689,"Bob Dylan Goes Punk on Late Night with David Letterman, Playing “Jokerman” with the Latino Punk Band, the Plugz (1984)",0,0,0,0,0
690,'Back to the Future' is a cishet fantasy of repression,0,1,1,0,1
691,China to Russia: End discriminatory coronavirus measures against Chinese,0,0,0,0,0
692,"A fridge rat, a bondage spider and a Timbit-eating bear: Head-turning B.C. headlines from 2019",0,0,0,0,0
693,NC sister entrepreneurs take their South Asian fashions to Rent the Runway,0,0,0,0,0
694,The evolution of Trump's Muslim ban,1,0,0,0,1
695,Republican Rebuked for Anti-Muslim Remarks in ‘Islamophobia’ Debate,0,0,1,0,0
696,"Paul Carter Harrison, Whose Ideas Shaped Black Theater, Dies at 85",0,1,0,0,0
697,Black Michiganders: Key findings from UM Poverty Solutions,0,1,1,0,0
698,Pogues' Shane McGowan: Fairytale of New York 'not intended to offend',1,0,0,0,0
699,Young Latino artists should definitely listen to Edward James Olmos,1,0,0,0,0
700,Kashmir after 29 months of Modi’s annexation,0,0,0,0,1
701,How Poly Styrene Broke the Mold,0,1,1,0,0
702,Miley Flashed Cody Her “Boobies” In The Recording Studio Which Is Primo Motivation TBH,0,0,0,0,0
703,Bi-Bi Love,1,1,1,1,1
704,Chattanooga Police Report Spike in Robberies Targeting Latino Community in Highland Park,0,0,0,0,0
705,Health officials issue warning over an 'extremely antibiotic-resistant' bug mainly affecting gay men,1,0,0,0,0
706,"Nick Young Defends Boosie's Homophobic Remarks, Lil Nas X Reacts - XXL",1,0,1,0,0
707,Kodak Black Addresses Video Where He Grabs His Mother's Butt,0,0,0,0,0
708,Calif. cities warn Uber of ‘legal ramifications’ for treatment of Trans drivers,0,0,0,0,0
709,"I, A Bisexual Black Man, Have 5 Things I Need To Talk About",1,1,1,0,0
710,Gunna Accused of Being Involved in Crypto Scam,0,0,1,0,0
711,Witness at murder trial said chef was 'killed in cold blood for being gay' in Cork,0,0,0,0,0
712,It was not a game of chicken.,0,0,1,1,1
713,Why did I date men for so long before coming out as a lesbian?,1,0,1,0,0
714,"Cochise on the 'Blessing' of 'Tell Em' Success, Being Inspired by Tyler, The Creator and More",1,0,0,0,0
715,"5 Movies My Kids Love And Yeah, I Feel Guilty About It",0,0,1,0,0
716,Ayala: Democratic Latino voters may be agonizing over their options for county judge,0,0,1,0,0
717,Berlinale Series Market: Mauricio Leiva Cock Talks Movistar Original ‘Ruido Capital’,0,0,0,0,0
718,Chinese students share experience of adjusting to student life in Australia,0,0,0,1,0
719,Critics and others weigh in on which books by Black authors deserve screentime,0,1,1,0,0
720,Chinese Media Online Briefing,0,0,0,1,0
721,The Sub-Mariner's Search for Atlantis in Fantastic Four Up for Auction,0,0,0,0,0
722,Indian Art Moves Into the Multi-Billion Dollar Crypto Tokens Market,0,0,0,0,0
723,A Muslim Employee Led Me to Islam,0,0,0,0,0
724,Red Spot on Breast Looks Like Bug Bite: Or Could It Be Cancer?,0,0,1,0,0
725,"The word *** shouldn't be censored, and here's why",1,0,1,0,1
726,"‘Mercy Street,’ by Jennifer Haigh: An Excerpt",0,0,1,1,1
727,The GOP is gaining among Texas Hispanics. Women are leading the charge.,0,0,1,0,0
728,1 in 1.4 billion: India’s only Olympian wants to reverse his country’s woeful Winter Games record,0,0,0,0,0
729,Trump-aligned Texas candidates shun conservative Latino group on immigration,0,0,0,0,0
730,Bengals to wear black home uniforms in Super Bowl LVI vs. Rams,0,0,0,0,0
731,Grays legend Vic Harris might be Pittsburgh's most under-appreciated Negro Leagues star,1,1,1,0,0
732,Bi-curious: What does it mean?,1,1,1,1,1
733,Black History Month Spotlight: Latoya Bellamy-Lockhart,0,1,1,0,0
734,"Sameer Wankhede's first wife's father reacts to speculations around NCB chief's religious background, say",0,0,0,0,0
735,Lil Durk Appears to Respond to YoungBoy Never Broke Again's 'You N***as Gone Die' Message,0,0,0,0,0
736,Faith in Action: Antisemitism in ourselves and society,0,0,1,0,0
737,Satchel Paige,0,1,1,1,1
738,Lesbian Sues US Army and Air Force Over Boss' Demand She Grow Her Hair and Wear Makeup,0,0,1,0,0
739,Latinos kick off a campaign to oust Sen. Kyrsten Sinema. They might actually succeed,1,0,0,0,0
740,Lanka loses billions of rupees due to its failure to set up foreign universities – a reply,0,0,0,0,0
741,How common are mental health conditions among bisexual people?,1,1,1,1,0
742,Succession's Brian Cox won battle to say 'faggot' on show and slams 'cancel culture',0,0,0,0,0
743,"From John Chaney to Ala Stanford, Smith Playground’s Black History Month exhibit honors Philly’s ‘Leaders and Legends’",0,1,0,0,0
744,Chinese Military Turns to U.S. University to Conduct Covert Research,0,0,0,0,0
745,Alec Baldwin Sued for $25 Million in Federal Lawsuit Over Instagram Comments Allegedly Falsely Calling Sister of Fallen Marine 'Insurrectionist',0,0,0,0,0
746,"A trans TikToker was the target of a conspiracy theory. Transphobia fueled the hate, experts say.",1,1,1,0,0
747,"Lesbian art teacher, 33, wins $100,000 settlement after suing school district",0,0,0,0,0
748,Gay Jewish man whose husband is a rabbi runs for Congress in deep-red West Virginia,1,0,0,0,0
749,EDITORIAL: Spanish Community of Wallingford reaches 50 year milestone,0,0,0,1,1
750,Police officers recount horrors from the Jan. 6 attack on the U.S. Capitol,0,0,0,0,0
751,Paul Thomas Anderson's 'Licorice Pizza' tour of the Valley,0,0,0,0,0
752,What They Didn't Teach You In School: The Assassination Of Medgar Evers And The Murderer Who Walked Free For Three Decades,0,0,0,0,0
753,The Real Differences Between Bisexual and Pansexual,1,1,1,1,1
754,Children's book 'Calvin' explores kid's experience of coming out as transgender,1,0,1,0,0
755,Christian preacher celebrates fatal accident at Florida Pride “f*g” parade,0,0,0,0,0
756,Meek Mill & Roddy Ricch Debut New Song Dedicated To Nipsey Hussle During The 2020 Grammy Awards,0,0,0,0,0
757,A 15-year-old soccer player is murdered with machetes in Madrid and the police investigate two Latino gangs,0,0,0,0,0
758,"Queer today, but what about yesterday? - BelfastTelegraph.co.uk",1,0,1,0,0
759,"""But for most academics, research chairs represent a milestone far along in their career.",0,0,0,0,0
760,PR Sreejesh becomes second Indian to win World Games Athlete of the Year Award,0,0,0,0,0
761,Police Charge White Men Who Shot At Black FedEx Driver Doing His Job,0,0,0,0,0
762,Tennis Player Holger Rune Yells Gay Slurs During Match,1,0,0,0,0
763,I'm Dating Someone Outside My Muslim Religion—And I Have Religious Guilt,1,0,1,0,0
764,Study: Black Americans Beat Back Vaccine Hesitancy Faster Than Whites,0,0,0,0,0
765,Wanted: virile but gentle mate for the world’s first cloned black-footed ferret,0,0,0,0,0
766,"Dream of Black pastor, Jewish doctor more than medical center",0,1,0,0,0
767,Breaking News: Man changes behaviour after realising he was wrong,1,0,0,0,0
768,Gay man thought he was going to die in terrifying gang attack,1,0,0,0,0
769,'Portrait Of A Lady On Fire' Is The Best Movie About Lesbian Yearning Since 'Carol',1,0,1,0,0
770,Gina Rodriguez Has Apologized After Deleting A Video Of Her Singing The N-Word,0,0,1,0,0
771,"Flee: inside the film about a Kabul boy who finds happiness, cats and a husband in Denmark",0,0,0,0,0
772,I'm Gay but Turned Off by Gay Stereotypes,1,1,1,0,0
773,"Under the Christmas Tree, Lifetime's first lesbian Christmas movie: This one nearly destroyed me.",0,0,1,0,0
774,Black History Month | African American Cultural Center | NC State University,0,1,1,0,0
775,The Missing Voice From the Olympic Boycott,0,0,1,1,0
776,Islamic New Year: What you need to know,1,0,0,0,1
777,'There will be dad and mum': Putin rules out Russia legalizing gay marriage,0,0,0,0,0
778,"Opinion | On Joe Rogan and Spotify, Roxane Gay Takes a Stand",1,0,1,0,1
779,'I Was a Teen' Is a Shitty Excuse,1,1,1,1,1
780,India Sweets and Spices is too heavy-handed on satire,0,1,1,0,0
781,Crackdown on China's treatment of Muslim minority headed to Biden's desk,0,0,0,1,0
782,Che And Miranda Aren’t The Queer Couple The World Needs Right Now,1,1,1,1,0
783,Tropical booby bird spotted in Dana Point Harbor,0,0,0,0,0
784,Smokey Joe Williams,1,1,1,1,1
785,How intersectionality impacts me,0,1,1,1,1
786,"I Tried Going To A Queer Alcoholics Anonymous Meeting After Being Sober For 30 Days, And It Was Incredibly Eye-Opening",0,0,0,0,0
787,Black Madison school staffer appeals firing for repeating student's racial slur,0,1,0,0,0
788,Janine and Lyndon Barrois on Building a Collection That Radiates Black Excellence,0,1,1,0,1
789,Diego Fagot - Football - Naval Academy Athletics,0,0,0,0,0
790,"Rebels queer pitch on both sides, Rawat admits needs to focus on seat",1,1,1,1,1
791,Saba: Few Good Things Album Review,1,1,1,1,1
792,Scammers Use Facebook Job Posts to Target San Jose's Latino Community,0,0,0,0,0
793,'Real Housewives of Miami' reboot includes franchise’s 1st lesbian couple,0,0,1,0,0
794,"Oh oh, you didn't answer my question.",0,1,1,1,1
795,Queer Square Mile - two centuries of diverse Welsh storytelling,0,0,1,1,0
796,Greater budget allocation for high-emission sectors: Environmental experts,0,0,0,0,0
797,Black-run trans agency holds grand opening,1,1,1,0,1
798,"A Lesbian Who’s Not a Lesbian Walks Into a Bar, and ...",0,0,1,0,0
799,Tien Tran's 'How I Met Your Father' character navigates NYC dating as a queer divorcée,1,0,1,0,0
800,Social entrepreneurship Papi Chulo provides community for students of color,1,0,0,0,0
801,Gay and bipolar disorder: Where to find support,1,1,1,0,0
802,This gay couple climbed 65 mountains in one year to celebrate turning 65,0,0,0,0,0
803,Chinese Police Hunt Overseas Critics With Advanced Tech,0,0,0,0,0
804,Chinese teen Su Yiming takes silver in Olympic slopestyle,0,0,0,0,0
805,Sharjeel Imam: Indian activist languishes in jail for a speech,0,0,0,0,0
806,Kavi Sammelan and Mushaira to be held in Dubai for Indian Republic Day,0,0,0,0,1
807,“It’s Not That Serious”: Why Eminem Saying F*ggot Is “That Serious”,1,0,1,0,0
808,10 Best Redhead OnlyFans (Top Only Fans Red Heads),0,0,1,0,0
809,Israel to open first LGBT shelter for Arab youth,1,0,0,0,0
810,Opinion | Racism Comes Out of the Closet,1,1,1,0,1
811,Women make up half the class at My Nieces Medical School.,0,0,0,0,0
812,"The history of 'coming out,' from secret gay code to popular political protest",1,0,1,0,0
813,Two NC sisters are bringing South Asian designs to Rent the Runway for the first time,0,0,0,0,0
814,"Savage Love: I'm a bi-sexual, married woman who wants to learn how to get off on straight sex",1,0,1,0,0
815,"Language is important for the health of all Australians, including trans people",0,0,0,0,0
816,Brooklyn Nets to Honor Black History Month with Series of United Games Throughout February,0,0,0,0,0
817,How Taliban return in Afghanistan triggered Islamophobia in India,0,0,0,0,1
818,BBC agrees not to broadcast homophobic Fairytale of New York slur in Gavin and Stacey Christmas special,0,0,0,0,0
819,13 LGBTQ royals you didn’t learn about in history class,0,0,0,0,0
820,'Riveted': A controversial history of denim jeans from slavery to big biz,0,1,1,0,0
821,Trans activists will not be charged for sharing J.K. Rowling’s address on Twitter,0,0,0,0,0
822,Florida Rapper Tokyo’s Revenge Breaks Out With His Viral Hit “Goodmorningtokyo!”,1,0,0,0,0
823,Eric Clapton Isn’t Just Spouting Vaccine Nonsense—He’s Bankrolling It,0,0,0,0,0
824,Jen Winston's Book 'Greedy: Notes from a Bisexual Who Wants Too Much' Aims to Spark a Bisexual Revolution,1,0,1,0,0
825,And Just Like That on HBO: the Sex and the City revival turns Miranda into a white liberal nightmare.,0,0,1,0,0
826,Woman tells court she threw herself over homeless chef as men took turns stamping on him,0,0,0,0,0
827,"Oasis' Noel Gallagher Explains Why He Abandoned Social Media, Reacts to Liam Trolling Him on Twitter",0,0,0,0,0
828,"On the Word ""Faggot""",1,1,1,1,1
829,Senators see no durable peace in South Asia sans Kashmir issue’s resolution,0,0,0,0,0
830,"60 % of UK Youth Want Santa To Be Gay, But 17 % Gay And Lesbian Britons Oppose",1,0,0,0,0
831,Roddy Ricch Goes Off Responding to Accusations That He's False Flagging,1,0,1,0,0
832,Want to Start a Queer Book Club? Here’s How,1,0,1,0,0
833,Drake – Papi's Home Lyrics,0,0,0,0,1
834,Biden nominates first US Muslim woman to federal court bench,0,0,0,0,0
835,Texas' transgender school sports law goes into effect,0,0,0,0,0
836,Islamophobia Awareness Month isn't for every Muslim,0,0,1,0,0
837,South Asian Shipbreakers Continue to Dominate Scrap Trade,0,0,0,0,0
838,Another $500K grant kick-starts restoration of National Negro Opera Company house,0,0,0,0,0
839,Indian scientists identify a new pest that attacks arecanut fruit - Gaonconnection | Your Connection with Rural India,0,0,0,0,0
840,MacKenzie Scott gives $5 million to Boston educational nonprofit,0,0,0,0,0
841,Why Drag Race is still important for LGBT representation,1,0,1,0,0
842,"Queer Men Become Romantic Superheroes, Pirates, and More in Comics Anthology Young Men in Love",1,0,0,0,0
843,"White sand, Shell Island: The 20th century 'Negro Atlantic City' that never was",0,0,0,0,0
844,Brown booby found on Hove beach 'could have been blown off course',1,1,1,0,0
845,"Pastor says he doesn't hate gay people, he just thinks they're all pedophiles who should be executed",0,0,0,0,0
846,More Evidence of China's Horrific Abuses in Xinjiang,0,0,0,1,0
847,Like-New 1979 Pontiac Trans Am Headed To Arizona Auction,0,0,0,0,0
848,The Political Vision of South Asian Abstraction,0,1,1,1,1
849,QAnon Rep. Melts Down After Someone Vandalizes Her Anti-Trans Sign: 'This Is Criminal Activity!',0,0,1,0,0
850,Illinois high schoolers survey if 'queers' should use the bathroom with 'normal people',0,0,0,0,0
851,Yoursay: Don't blame Kok for cock-ups by BN gov't,1,0,0,1,0
852,Winter Olympics 2022 - Chinese women's hockey goalie honors heritage with dragon-themed gear,0,0,0,0,0
853,Why Instagram is where I want to share queer stories,1,0,1,0,0
854,MLB appoints first black and Latino-born umpire crew chiefs,0,0,0,0,0
855,Genius English Translations - MARK - Child (English Translation) lyrics,1,0,0,0,1
856,Message from the Morning Man: Stockholm Syndrome,0,0,0,0,0
857,Woman comes out as gay 6 years into marriage but stays with husband: 'He's my soulmate',1,0,1,0,0
858,Wendy Osefo Reveals She Had Breast Augmentation Surgery: See Before & After Photos,0,0,1,0,0
859,How to Say Happy Chinese New Year in Mandarin: 14 Lunar Greetings and Wishes to Message,0,0,0,1,0
860,Transanta campaign wants to fulfill holiday wishes of trans youth,1,0,1,0,0
861,"China Builds Missile Targets Shaped Like US Aircraft Carrier, Destroyers in Remote Desert - USNI News",0,0,0,0,0
862,"Rediscovering Eve Adams, the Radical Lesbian Activist",1,1,1,0,0
863,"Remembering Marquiisha Lawrence, Black Trans Woman With An “Infectious Smile” And A “Heart of Gold” - HRC",1,1,1,0,0
864,Andy Marlette: Papantonio busts 'bandits' behind FPL bill spikes,0,0,0,0,0
865,The 13 Best New Songs This Week - XXL,1,0,0,0,0
866,Natti Natasha almost got the “boobies” wearing a rather bizarre outfit,1,1,1,0,0
867,February’s most entertaining and binge-worthy queer movies and shows,1,0,1,0,0
868,Need a COVID-19 booster? Head to your local gay bar!,1,0,0,0,0
869,"Cock and bull fighting are legal, Peru's top court rules",1,0,0,0,0
870,"Superman comes out as bisexual; 'not a gimmick,' writer says",1,0,1,0,0
871,What It Feels Like to Be a Muslim Woman Auctioned Online by India's Right Wing,0,0,1,0,0
872,Your post only makes sense if American's require more health care services per capita than Australians.,0,0,0,0,0
873,Why Did Muslims Become the New Enemy in Norway and Europe? – PRIO Blogs,0,0,0,0,0
874,Duncan James speaks out on 'fear' of coming out as gay but insists he is now 'proud' of who he is,1,0,0,0,0
875,Tommy Lee Holds Brittany Furlan’s ‘Boobies’ For A Special Celebration,0,0,0,0,0
876,A push to remove LGBTQ books in a Texas county could signal rising partisanship on school boards,0,0,0,0,0
877,"The Case Against ""Cunt-struck"" - Slog",1,1,1,1,1
878,"Joe Budden Says He’s Bisexual, Tahiry Says He ‘May Be A Women Beater, But Far From Bi’",1,0,1,0,0
879,There are more Muslims in interfaith relationships but not many imams willing to marry them,1,0,0,0,0
880,Column: infect your mind with a trans woman,0,1,1,0,0
881,"Don't Say Gay Laws; Trans Rules; Queer Allegories; South Africa Drag; Ed White, BAFTA Noms: HOT LINK BUNDLE",1,0,1,0,0
882,Violence and the Human Rights of Transgender People in the United States | HRW,1,1,1,0,0
883,Drake – You Only Live Twice Lyrics,0,0,0,0,0
884,Turbulent priest: India's anti-Muslim firebrand and possible future PM,0,0,0,0,0
885,Calls grow for Bloomberg to apologise for surveillance of Muslims,0,0,1,0,0
886,Queer actors are landing queer roles. Straight roles are next,1,1,1,0,0
887,Latino Founders Have a Hard Time Raising Money From VCs,1,0,0,0,0
888,"17 ""The Bisexual Urge To..."" Tweets That Made The Bisexual In Me Go ""That's Me""",1,0,1,0,0
889,Tharoor introduces bill in LS seeking establishment of system to protect refugees & asylum-seekers,0,0,0,0,0
890,Birds of Prey confirms that Harley Quinn is bisexual in a blink-and-you'll-miss-it moment,1,0,1,0,0
891,Megan Thee Stallion’s NPR Performance Sparks N-Word Debate,0,0,1,0,0
892,"17 Gay Dating Tips: Texting, App Advice, Red Flags, & More",1,0,1,0,0
893,Muslim Americans reflect on the impact of 9/11,1,0,0,0,1
894,Latinos and Colorism: Majority of U.S. Hispanics Say Skin Color Impacts Opportunity and Shapes Daily Life,1,0,0,0,0
895,Cam'ron Takes Credit for ASAP Rocky Getting Rihanna Pregnant - XXL,1,0,1,0,0
896,"Joe Rogan: Only ‘100 percent African’ people should be called Black, Trevor Noah Claps Back",0,1,0,0,0
897,Miley Cyrus boasts that she 'flashes boobies' to help boyfriend Cody Simpson sing,0,0,0,0,0
898,Historian Jules Gill Peterson shares stories of trans experiences from the 1920s and 1930s,0,0,0,0,0
899,Men with 'golden penis syndrome' are ruining sex and dating for women,1,0,0,0,0
900,Colton Underwood Says a Blackmail Threat Prompted His Coming Out,0,0,0,0,0
901,Wormholes Reveal a Way to Manipulate Black Hole Information in the Lab,0,0,0,0,0
902,Google bans woman advertising faggots at Fanny's Café for 'offensive language',0,0,0,0,0
903,“Why I changed my name to hide my South Asian identity”,0,0,1,0,0
904,Joe Budden Appears to Call Earl Sweatshirt's New Album 'Bullsh*t',1,0,0,0,0
905,'How do I convince the Home Office I'm a lesbian?',0,0,1,0,0
906,"More Britons than ever before identify as lesbian, gay or bisexual",1,1,1,0,0
907,"MP’s wild 18 years: ‘Hunk of house’, tosser moment & ‘boobies’",0,0,0,0,0
908,"Resources, efforts to combat COVID-19 misinformation in Latino community",1,1,1,0,0
909,Muslims in India’s Assam in shock after deadly eviction drive,0,0,0,0,0
910,"British man breaks penis vertically during sex, makes medical history",0,0,0,0,0
911,Cock Cock... Who's There? Q&A with creator Samira Elagoz - CityMag,1,0,1,0,1
912,France is on a dangerous collision course with its Muslim population,1,1,1,0,0
913,Seismic tremor reveals active trans-crustal magmatic system beneath Kamchatka volcanoes,0,0,0,0,0
914,"La Cage aux Folles [The Play], Park Theatre review - half-cock farce",0,0,0,0,0
915,Representative John Black,1,1,1,1,1
916,"Yes, You Can Be Queer And Nonbinary",1,1,1,1,1
917,"Monique May Have Been Booted From ‘Bachie’, But Abbie’s The Real Villain Here",0,0,1,0,0
918,COVID-19 vaccine side effect could falsely look like breast cancer symptom,0,0,1,0,0
919,Black Friday 2021,0,1,1,1,1
920,13 States With Recent Hispanic Population Growth | Best States | US News,1,0,0,0,0
921,"In Chicago, a New Approach to Gay and Bisexual Men With Prostate Cancer",1,0,0,0,0
922,"Moving beyond a 'survivor mindset:' Podcast features women discussing growing up Indian American in Mason, Ohio",0,0,0,0,0
923,"COVID-19 Data On Trans And Gender-Expansive People, Stat!",1,1,1,0,1
924,Newport News School Board narrowly votes to pass protections for transgender students,0,0,1,0,0
925,Sally Wainwright defends her Last Tango in Halifax 'dead lesbian' storyline,0,0,1,0,0
926,Rogue black hole spotted on its own for the first time,1,1,1,0,0
927,NOS NIB Miller 7115-Z Nom 4.5 Zenith 専門店では IF For S-50341 MHz. Trans,0,0,0,0,1
928,Are Black Mask and Mister Zsasz gay? Birds of Prey director weighs in,1,1,0,0,0
929,The first bisexual Bachelorette and the messy history of bisexual representation on reality TV,1,0,0,0,0
930,"In July 1937, the Kansas City Monarchs came to Sheboygan and put on a show, routing the semi-pro Chairmakers, 20-4",0,0,0,0,0
931,Third-generation Johnson to race Trans Am,0,0,0,0,0
932,How India's Changing Citizenship Law and a National Registry Could Target Muslims,0,0,0,0,1
933,Round Rock Express connect to history through Austin Black Senators | MiLB.com,0,1,0,0,0
934,The Queer Corner | The perks of taking your time,1,1,1,1,1
935,UK Nuclear Power Plant: Regulator Approves China-Designed Atomic Reactor,0,0,0,0,0
936,"Behold, the Fine Art of the Lesbian Thirst Trap",1,1,1,0,0
937,Latino Chicago is more suburban yet more segregated,1,1,1,0,0
938,Supreme Court to Hear Case on Gay Rights and Foster Care,1,0,1,0,0
939,Leslie Jordan Thought Max Greenfield 'Might Be Gay' When They Met,1,0,1,0,0
940,Townshend's 'Negro Brook' to keep name for now,0,1,0,0,1
941,Column: The term Latinx wasn't made by 'woke' whites. Stop erasing its creators,0,0,0,0,0
942,J. Cole & Bas – ​h u n g e r . o n . h i l l s i d e,1,1,1,1,1
943,Sex is a Nigga’s game,1,0,1,0,1
944,They Wanted to Write the History of Modern China. But How?,0,0,0,1,0
945,How Bisexual Women Are Being Failed By Their Partners,1,1,1,0,0
946,'Still Processing' Talks The N-Word: The Most Offensive Word in the English Language,1,1,1,1,1
947,Video: Florida high school students hurl homophobic slurs at LGBTQ students,1,0,0,0,0
948,Coming Out as Trans at Work,0,0,0,1,1
949,Perspective | Elizabeth Holmes used every trope in the book,0,0,0,0,0
950,"Look after your boobies, you only have two",0,0,1,0,0
951,Chicago housing groups win slice of big national foreclosure settlement,0,0,0,0,0
952,Miss Utah 2020 Rachel Slawson on Being the First Openly Bisexual Miss USA Competitor,0,0,1,0,0
953,A Digital Archive of Black Fashion Delves Into Print,0,1,1,0,0
954,The Pogues' Shane MacGowan 'doesn't understand' how that Fairytale of New York lyric is offensive to gays,1,0,0,0,0
955,Explainer: What does India's new citizenship law mean?,0,0,0,0,1
956,Impact Reporter,0,1,1,1,1
957,9-Year-Old Black Boy Is World’s Youngest Billionaire [VIDEO],1,0,0,0,0
958,Kym Whitley once mistook Marlon Wayans' penis for 'a small bat',1,0,1,0,0
959,Abduction of Marsabit trader could spark clan violence— Muslim leaders,0,0,0,0,0
960,"Tesla sued for racial harassment by Black, gay former worker",1,1,1,0,0
961,Sara Ramirez on Joining ‘And Just Like That’ as First Nonbinary Character,0,0,1,0,1
962,How the Black-Jewish alliance changed America — and today's struggle for voting rights,1,1,1,0,0
963,So one justification for not privatizing and saving money is that a custodian made friendships with the students and teachers…..,0,0,0,0,0
964,Holochain denies ICO funds were used for bondage studio,0,0,0,0,0
965,City and community work to preserve Montopolis Negro School,0,1,0,0,0
966,Negro Leagues players up for Hall review,0,0,0,0,0
967,Here's The Big Thing Texas And Other States Get Wrong About Critical Race Theory,0,1,1,0,0
968,Auburn library to celebrate Black History Month - Lewiston Sun Journal,0,0,0,0,0
969,Soulja Boy Tells Trouble He 'Could Be Next' After Trouble Called Him Out Following Young Dolph's Death,0,0,0,0,0
970,"""The Legend of Vox Machina"" Is Here and it's Already Queer",1,1,1,1,1
971,"Harris made mark as both player, manager",1,0,0,0,1
972,Using the n-word is more common than you (or President Obama) may think,1,0,0,1,0
973,J. Cole – ​interlude Lyrics,1,0,0,1,1
974,"Ofrecen $15,000 para capturar al asesino de un joven latino en Los Ángeles | Noticias",0,0,0,0,0
975,How to Judge Trevor Bauer,1,1,0,1,1
976,Tan France championing ‘Queer Eye’ to film in Utah,1,0,1,0,0
977,'Why Does India Fear a Caste Census?': Answers From a Conference,0,0,0,0,0
978,Disney+ Is Creating a Series Based on This Queer YA Novel,1,0,1,0,0
979,Jen Winston: How The 'Greedy' Bisexual Is Reimagining The World,1,0,1,0,0
980,What Is Pansexuality—And How Do You Actually Know If You're Pansexual?,1,1,1,1,1
981,"Yes, We're Calling It Hispanic Heritage Month And We Know It Makes Some Of You Cringe",1,1,1,0,0
982,Before Sappho: The World's First Lesbian Poet Enheduanna - CURVE,1,0,1,0,0
983,'NHL Bound' premiere hopes to inspire quests of Black coaches,0,1,0,0,0
984,Muslims face a suicide crisis in America. The taboo of talking about it must end.,0,0,1,0,0
985,Cancel 'curry'? Why South Asian American chefs say it's time for the word to go,0,0,0,0,0
986,Sake Dean Mahomet: the Muslim trailblazer who opened London's first curry house,0,0,0,0,0
987,Trans Activism’s Long March through Our Institutions,0,0,0,0,0
988,Required And Recommended Travel Insurance For Belize,0,0,1,0,0
989,Child Custody's Gender Gauntlet,1,1,1,1,1
990,"Jharkhand: Violence erupts in Hazaribagh-Koderma after Muslim residents protest against Saraswati Visarjan procession, one minor dead",0,0,0,0,0
991,"Abascal, the one who does it pays",1,1,1,1,1
992,"Home - Office of Lesbian, Gay, Bisexual, Transgender, Queer Affairs",1,1,1,1,1
993,"Mattel Expands He-Man Origins Line to Celebrate Black, Latino and Asian Masters of the Universe",1,1,0,0,0
994,Annual Benching for Boobies contest raises funds for cancer research,0,0,0,0,0
995,"Timothy LeDuc: Nonbinary Figure Skater Talks Inclusion, Human Rights",0,0,0,0,0
996,Bloodhound Gang Announce Expanded Vinyl Reissue Of ‘Hooray For Boobies’,0,0,0,0,0
997,The Q Word: A crash course on 'queer',1,1,1,1,1
998,Why 4 Colorado Republicans Tried — And Failed — To Ban Gay Marriage In 2020,0,0,0,0,0
999,Osinbajo’s arrogant shoes in the North,1,1,0,0,1
1000,Oscar-Nominated Director Sam Pollard Talks New Film Based on Negro Leagues,0,0,0,0,0
1001,Renaming Johnson County's “Negro Creek” | UMKC Roo News,0,1,0,0,0
1002,Video of Drake Looking Upset at His Phone Sparks New Meme,1,0,0,0,0
1003,'Yellowjackets' star Jasmin Savoy Brown to play first queer 'Scream' character,0,0,1,0,0
1004,"Iraq: Trans woman murdered by brother in 'honor killing,' sources say",0,0,0,0,0
1005,'I joked about swapping bodies': The story of a trans couple in Sligo,1,0,1,0,0
1006,"Amazing how it seems that NOT ONE Hawaiian candidate is qualified to run the schools in Hawaii......yet one from the crime & murder ridden corrupt city of Baltimore, 3000 miles and a world away....is.",0,0,0,0,0
1007,Reds broadcaster Thom Brennaman drops anti-gay slur,1,0,1,0,0
1008,"Syl Johnson, Revered and Oft-Sampled Soul Singer, Dead at 85",0,0,0,0,0
1009,Lesbian sues federal government after being rejected by foster agency,0,0,1,0,0
1010,"The Taliban's Deobandi Islam Comes From India, Not Afghanistan",0,0,0,0,1
1011,Quavo - Shooters Inside My Crib lyrics,0,0,0,0,0
1012,"Sidney Poitier, Who Paved the Way for Black Actors in Film, Dies at 94",0,1,0,0,0
1013,How to Talk About History? A Spurned Speaker Wonders How to Handle Incendiary Titles by Composer Julius Eastman,0,0,0,0,0
1014,"NLE Choppa Practices Semen Retention, Says Ejaculating Is Equivalent to Running Eight Miles",0,0,0,0,0
1015,"LGBTQ Youth of Faith Pray, Bond at 'Beloved Arise' Group",1,0,1,0,0
