,sent,preds
1866,DJ Nigga Fox: Cartas Na Manga Album Review,0
1867,So glad my subsripton to g & m ends soon.,0
1868,not even the teachers where so mean and didnt even barely care,1
1869,"If that's true, then that's all the more reason to vote against the New Dinosaur Party.",1
1870,Kym Whitley once mistook Marlon Wayans' penis for 'a small bat',0
1871,Message from the Morning Man: Stockholm Syndrome,0
1872,"If I recall correctly in the last NDP government there was balconeygate, and bingogate.",0
1873,China and Russia's 'no limits' ties test West as Ukraine shivers,0
1874,"So your preference would have been:  

""In my mind I don’t,” Gardner responds.",0
1875,"If Putin did everything he's accused of, he must have invented (and secretly uses) a time-stretching machine 24 hours simply not enough.",0
1876,They Wanted to Write the History of Modern China. But How?,0
1877,"“My preference is to put all my energy and focus in getting the House and Senate back together to pass a bill,” Caldwell said.",0
1878,"Phantomtits graphic novel to release second volume, bringing awareness of transgender issues to a national audience",0
1879,"Yes, the BC Liberals have siphoned off ICBC's capital reserve funds, and left this crown corp unable to weather any downturn in revenue.",1
1880,How Taliban return in Afghanistan triggered Islamophobia in India,0
1881,"aaa the stupidity of you left wingers never ends,, the usa is a great place to live.",1
1882,"A Racist Judge, An Alleged Affair and N-Word Laced Text Messages Put 8 Years of Cases Under Review",0
1883,Blame people for insisting on buying on price.,0
1884,"China’s Olympics App for Athletes Has Security Flaws, Study Says",0
1885,"Agree, but shippers are trying to pass along a 52% HIKE in Wharfage rates due to DOT Harbors unwarranted $800 MILLION DOLLAR container yard at the former Kapalama site.",0
1886,Why Drag Race is still important for LGBT representation,0
1887,Quiz: Which Winter Olympics Event Are You?,0
1888,"Evolution of a Serial Killer: Dennis Rader, BTK",0
1889,SNP quizzes teens on their sexuality and gender identity when applying for a bus pass,0
1890,"As Beijing Takes Control, Chinese Tech Companies Lose Jobs and Hope",0
1891,Yet...here you are.,0
1892,This Morning viewers in hysterics as toddler speaks about 'mummy's boobies' during live interview,1
1893,"Airlines believe just because it's UNETHICAL, it ain't illegal.",1
1894,Probably just one of the neighborhood crackheads who routinely dart out into the streets while they enjoy their high on the way to spend some EBT cash at 7-11.,1
1895,Panel of jabbering boobies rough up Mr Busy Fingers,1
1896,Why We Eat Black-Eyed Peas and Collard Greens on New Year's,0
1897,Author who accused trans lobby of trying to 'supplant biology' says she has been cancelled,0
1898,Typical Sanders tunnel vision on the Brexit issue.,0
1899,"Matt Gay Stats, Bio, Super Bowl History, Contract, Career Earnings and More Ahead of Super Bowl 56 in 2022",0
1900,"Yes, the young blue-collar males should be given second chances as well.",0
1901,"While the medical community properly sees the need for its services for seniors, a true health strategy that  looks beyond medicine needs to move aggressively before people turn 45.",0
1902,Chinese woman stuck in blind date's house by sudden Covid lockdown,0
1903,"One question, if the State doesn't trust the numbers from the City and HART why not use some of that 'ole skim money to hire their own auditor to perform the projections.",0
1904,Grays legend Vic Harris might be Pittsburgh's most under-appreciated Negro Leagues star,0
1905,You think...?,0
1906,"By contrast, the measure against Oregon is an over-engineered diversion from the focus Canada should now have.",0
1907,I agree.,0
1908,"""Truth"" and ""HART"" should not be used in the same sentence.",0
1909,there is the AP trying to start a race war again and the SA printing it about some woman being dismissed from the white house which every new president does this is not big news you folks in the media are trying to start a race war because the woman was African American shame on you AP and the SA printing such trash.,1
1910,Hamilton YouTuber who demonstrates Caribbean cooking among recipients of fund for Black creators,0
1911,IH may just be annoyed that Hillary didn't get her chance to set the record ... ;-),0
1912,"You didn't read the article, did you?",0
1913,"Ah yes, George Sores... the boogeyman under the bed of the alt-right.",1
1914,"The point is Clark dismissed her without a moment's hesitation, no attempt to listen at all.",1
1915,Engineering isn't necessarily the cure-all.,0
1916,Left Behind: Portland could look to McMinnville for ways to help students of color soar in math,0
1917,Satchel Paige,0
1918,"""The campaign “has been extremely shocking in many ways,” said Nicole Bacharan, a political scientist who lectures at Sciences Po University in Paris.",0
1919,Breast changes during pregnancy: Pictures and symptoms,0
1920,Latter-day Saint leaders support Arizona’s new gay rights bill,0
1921,"""We have a fiscal crisis and few resources and we’ve spent 10 years handing out nearly $3 billion in a system that hardly has any books,”
After that statement I didn't have to continue with the rest of this...piece.",0
1922,Local Solutions Prepare South Asia for Searing Heat,0
1923,States across U.S. still cling to outdated gay marriage bans,0
1924,"There are a lot of renovators out there, but there are few with the skill, craftsmanship, quality and experience as exterior renovations by Rusco Industries.",0
1925,Ban on Boobies: Business trademarks term 'Boobie' forcing others to rebrand,1
1926,Building on floodplains what could go wrong ?,0
1927,A properly structured basic income would be for only the poor.,0
1928,Dipti Vaid Dedhia is New Jersey's first South Asian woman municipal...,0
1929,15 Keto-Friendly Chinese Foods,0
1930,columnWhat did you oppose in the Stevens/Goldberg columns Kevin?,0
1931,"The advise I have if you are in a room with Christy Clark and are about to go outside and she is really earnest and really convincing and she tells you it is sunny and beautiful outside with not a cloud in sight, you better grab your rain coat and umbrella.",0
1932,WATCH: Gay Indiana teen punches homophobic bully in viral video,1
1933,Its called anti-white racism.,0
1934,Carbon taxes are regressive and disproportionately hit the poor.,0
1935,Black and Latino districts have been cut in redistricting maps approved so far,0
1936,It's amazing how courageous some people are.,0
1937,Expert-approved sex toys for couples to try on Valentine's Day,1
1938,Calls For Atrocity Crimes Against Muslims In India,0
1939,Sex Education is forward step for bisexual male characters on TV,0
1940,Did the Globe duct tape their editorial writers to a chair the way they did during the 2015 election when they forced a Stephen Harper endorsement?,1
1941,12 Queer Bookstagram Accounts to Follow for Fabulous LGBTQ+ Recs,0
1942,Clubs supporting trans inclusion in amateur football are boycotting award-winning league for women and non-binary people,0
1943,Calls grow for Bloomberg to apologise for surveillance of Muslims,0
1944,ICBC rates have gone up because of Liberal meddling ... not because of accidents.,0
1945,Freedom of the Press-An Indispensable Part Of Democracy,0
1946,"Well, Soros funds The Intercept which Saunders have been seen quoting.",0
1947,Box?,0
1948,"An overdose spike, in a human problem that has been around thousands of years, to which no one or no agency with any amount of money, power or magic can stop, and the opportunistic NDP response is this (code: we’ll deal with it much later):

“We would create a standalone Ministry of Mental Health and Addiction!” Celebration!",0
1949,"Democrats, experts warn Spanish-language disinformation is intensifying",0
1950,"Just too hard to have to go to work for a living in BC, eh?",0
1951,How to Judge Trevor Bauer,0
1952,'Queer Eye' star Bobby Berk surprises his parents with a sweet home makeover,0
1953,"The January 6 Investigation Hearings Were Disturbing, Painful—And Necessary",0
1954,Why Instagram is where I want to share queer stories,1
1955,"All the comments I see from those opposed to rail are not from the West side, ok, then keep your trash on your side of the island and see how you like it, it is the State of Hawaii, we are all in this together....the growth is on the west side, if you drive through the traffic, you would understand...",0
1956,"""I graduated from an Irish medical school 3 years ago.""",0
1957,Jamelle Bouie: Du Bois would have seen right through the CRT backlash,0
1958,Kauai Is a Perfect Tropical Getaway to Unplug,0
1959,"ya and bc was booming over the last decade, with jobs and money, the ndp will ensure nothing will ever get that way again with their anti business policies , that are less damaging that many of the anti business lib policies, i would rather see bc wake up and get with reality and vote conservative but it will not happen so pick the best of the worst, at least the nut job ndp can be kept out with thier leap bs etc",0
1960,I'd rather have snakes instead of out of state oil workers.,1
1961,I'm going through the same thing.,0
1962,And now Trump has backed Le Pen and Macron's email has been hacked.,1
1963,"Crime Report: February 7, 2022 – Official Website of Arlington County Virginia Government",0
1964,"""But for most academics, research chairs represent a milestone far along in their career.",0
1965,"Monica, I think the essential structural change Francis is diligently working on is V2 collegiality.",0
1966,Any hint as to when that program was?,0
1967,Black Friday 2021,0
1968,A Q&A With 'The Racial Muslim' Author Sahar Aziz,0
1969,OOOOH Trudeau is big and tough now.,0
1970,"Two arrested for lesbian couple's murder, dismemberment in Mexico border city",1
1971,"11 Homoromantic FAQs: What It Means, Who It's For, Signs",0
1972,Minecraft billionaire feels oppressed by women,0
1973,"Malema tells Zondo being called a ‘house negro’ not an insult, but ‘academic criticism’",0
1974,"Cheq Pied Cock 21S43892 G.Son of ""BOB'S CHOICE"" Awesome Racing Machine",0
1975,Completely untrue...,0
1976,When she lost the health care battle in 93.,0
1977,How intersectionality impacts me,0
1978,Newsflash: Conservative women ARE misogynists.,1
1979,"I disagree with most of what you say but I'd particularly like to point out the error in the statement ""Unlike Canada, cabinet ministers do not have to hold a seat in the French parliament, ...""

Cabinet Ministers do not have to hold in a seat in the Canadian Parliament either, although they normally do.",0
1980,I agree with the posters who suggest that the landlord's family are keeping you at arm's length so they don't have to get involved in the landlord-tenant arrangement.,0
1981,"Trailblazing lesbian publisher Kim Corsaro was 'wondrous, determined' - 48 hills",0
1982,How are the Chinese New Year animals decided and what’s the story behind the Chinese Zodiac?...,0
1983,AA:  rubbish.,1
1984,Climate change hits home for Latinos,0
1985,Lil Durk Appears to Respond to YoungBoy Never Broke Again's 'You N***as Gone Die' Message,0
1986,Mulan producer gives the absolute worst reason for axing 'bisexual' character from live action remake,1
1987,"I have this feeling that a short time in the future, the hierarch will become aware that there are very few people left in the Catholic Church.",0
1988,You cannot immigrate to Canada by simply crossing the border.,0
1989,James!,0
1990,Iowa town translates its diverse population into a majority Latino city council,0
1991,i,0
1992,You just proved my point.,0
1993,if I recall a time when my parents had Royal Trust GICs (around 1989 which required a bailout by CDIC) although they did receive their funds -  the interest on the $$ stop accruing after Royal Trust became insolvent.,0
1994,"Not sure if a private parking lot's one-way designation really means anything, at least from a legal perspective.",0
1995,"The Globe's editorial board thinks we should hold our noses and vote for the Liberals and tolerate all sorts of collateral damage, because BC's economy in recent years has been boosted by the real estate industry which is the largest contributor to GDP.",0
1996,"45 Harriet Tubman Quotes on Slavery, Freedom",0
1997,The Clinton's biggest problem these says is the new competition for Wall street cash.,0
1998,Column: infect your mind with a trans woman,1
1999,Voodoo science.,0
2000,Laugh all that you want.,0
2001,I am always transparent about things I hate.,0
2002,Canadians wanted to destroy their economy so they voted for Trudeau.,1
2003,Cry some more.,0
2004,From Bondage to Freedom | Author profiles Thaddeus Stevens as a leader in the anti-slavery movement,0
2005,Latino superheroes from the Maya Empire star in 'Primos' comic book series,0
2006,'Scream' Screenwriter Kevin Williamson Confirms Billy and Stu's Queer-Coded Relationship Was Based on Real Gay Killers,0
2007,"Oh yes, Caiside, oh yes.",0
2008,The article didn't mention that the guy does not believe the theory of evolution either.,0
2009,Slott's back!,0
2010,The scary part about Max Sword is poor judgement and reasoning.,1
2011,Yoursay: Don't blame Kok for cock-ups by BN gov't,0
2012,"Both candidates are simply mouthing sentences that may apply to many school districts on the mainland, but not to Hawaii.",0
2013,"Well done, Chrizmart.",0
2014,Boruto Could Fix Naruto's Biggest Missed Opportunity by Making Sarada Gay,0
2015,Nigeria's constitution allows Muslim women to wear hijab – FG,0
2016,"So your preference would have been: 
""In my mind I don’t,” Gardner responds.",0
2017,Chinese jails become hotbeds of coronavirus as 500-plus cases erupt,0
2018,"Is your Indian Masala Chai flavourful? If not, this could be why",0
2019,"Ghislaine Maxwell's trial is a sideshow — powerful, abusive men will not be held accountable",0
2020,"It's the old joke, why do you keep hitting yourself with a hammer?",1
2021,The Many Remarkable Black Women Who Could Replace Stephen Breyer,0
2022,I’m a bisexual woman stuck in a heterosexual relationship,0
2023,"Three comments :

1.",0
2024,"Unprecedented, my ass.",1
2025,I think I am bisexual. What should I know?,1
2026,Non sequitur.,0
2027,We watched ‘Tampa Baes’ with local lesbians. Here’s what they thought.,0
2028,"Phil, I don't know where you get your cooked-up stories, but they aren't any kind of scientific consensus.",0
2029,Jason Mohammad: ‘I was spat at for being Muslim. That’s just how it was’,0
2030,JCHn: I share your feelings on Wynne but she got 2 things right this week- tough on trade and prison infrastructure/reform.,0
2031,I'm going to miss Tony too.,0
2032,Justy- the angry sheep.,1
2033,I've read through the bible more than once and spent hundreds of hours in meetings with others who also read the bible.,0
2034,Preston house robber,0
2035,We are Latinx: Why some Latinos have embraced a gender-neutral identity,0
2036,My Weird Aftermath Of Breastfeeding,0
2037,BC voters are not that much different from Trump supporters.,0
2038,A libertarian has no place in Canadian politics.,0
2039,"Jose Barbosa, Sending our love and big hugs, we are there with you in thought and prayers.",0
2040,This week's Euphoria is what we've all been waiting for,0
2041,"EXCLUSIVE: Family of gay, Asian man demands answers in son's death 2 years later",0
2042,Critics and others weigh in on which books by Black authors deserve screentime,0
2043,Nicki Minaj Insults Joy-Ann Reid Over COVID-19 Vaccine Comments,0
2044,Hillary lost because she and her team thought Trump was incompetent and they didnt bother to campaign.,1
2045,When Does a Penis Stop Growing? Later Than You Think.,1
2046,"I live in Alberta, under an NDP government.",0
2047,You do not go off into the wilderness especially on a mountain without a plan or a back up.,0
2048,"17 Gay Dating Tips: Texting, App Advice, Red Flags, & More",0
2049,The real product would be the condo tower that now inhabits the space previously occupied by a lower level older commercial / residential row of buildings.,0
2050,Roxanne Jones: No one expected Brian Flores to disrupt the NFL like this. But that’s exactly what he did,0
2051,I voted for change with this government.,0
2052,"How Muslims, Often Misunderstood, Are Thriving in America",0
2053,Penis Lump: Causes and Treatments,0
2054,Carl Nassib Becomes First NFL Player to Come Out As Gay,0
2055,A Harvard project asked Devi Shetty and Nandan Nilekani how Indian innovation works,0
2056,And therefore it's PRECISELY the kind of project the part-time mayor can get behind 100%!!,0
2057,‘Live Through This’ at 25: How Courtney Love Proved Herself to the World,0
2058,MCU: The 10 Best Characters To Only Appear In One Movie,0
2059,I guess I should get with the program and use the software.,0
2060,This only proves how far left these media folks are that are really run by the Democrats.,0
2061,"It does not sound like Pete Kelly has any intention of doing any work for that daily per diem check, for starters.",0
2062,The GOP doesn't give a fig about fetuses or zygotes....it's about who controls women's fertility.,1
2063,"""youre unlikely to find very little if any at these large universities, ""
This comment proves that you are not at a university or if you are then you have never strolled through the science wing.",0
2064,Boobie mouse pads included with Dead or Alive Xtreme 3 Collector’s Editions,0
2065,I would vote for anyone capable of dislodging CC.,0
2066,Tony is a legend.,0
2067,Gardener is a sycophant of Brown and Rosenblum.,1
2068,Gay Man Brutally Killed After Being Lured to Park Via Dating App,1
2069,I do not perceive Dave's comments as biased.,0
2070,LGBT Identification Rises to 5.6% in Latest US Estimate,0
2071,Polo G – Bloody Canvas Lyrics,1
2072,Don't laugh.,0
2073,US Muslim advocates weigh in on abortion rights battle,0
2074,Red Spot on Breast Looks Like Bug Bite: Or Could It Be Cancer?,0
2075,Examining Biden's First-Year Performance on Immigration | Latino Voices | Chicago News | WTTW,0
2076,"Lebron James is arguably the best player ever, and seems like a darned nice guy too :

http://hypun.com/10-reasons-lebron-james-is-a-tremendous-human-being/

Good on the Cavs !",0
2077,"I thought ""Ohana"" was a proper noun when I first read this headline.",0
2078,You'd better hold it for quite some time.,0
2079,Thanks for your interesting reply.,0
2080,I think it is funny how folks like to disparage Trudeau for being nothing but a platform for nice hair.,0
2081,Sony is planning to make Spider-Man bisexual and give him a boyfriend,1
2082,The site of Brandon and the path of CPR railway line was shifted (in its infancy ?,0
2083,You are right.,0
2084,"Here’s the average penis size in the UK, according to the NHS – and it’s NOT linked to your foot size...",1
2085,City of Albuquerque Announces Naming of Office of Black Community Engagement — City of Albuquerque,0
2086,"We don't know the path of the court, I hope it's not as bad as some fear.",0
2087,have you ever never used oregano in your pasta sauce?,0
2088,"From Jan Breman, a Treasure Trove of Essential Analysis on Labour, Bondage and Capitalism",0
2089,Scrabble bans 'boobies' and 'farting',1
2090,"Banned Twitch streamers defend slurs, but say language has evolved",0
2091,Looks like weather change to me.,0
2092,"HRC lost because she directly named called over 40% of voters, within a 2 minute period,  as ""deplorable"" = lamentable, regrettable, unfortunate, wretched, atrocious, awful, terrible, dreadful, diabolical; sorry, poor, inadequate.",1
2093,NRA officer believes he can use deadly force for traffic control.,0
2094,"Actually, it doesn't reek of anything, except calling out the Clintons.",0
2095,The bottom line is that the sheer crushing debilitating cost of this project has come home to roost in reality.,0
2096,New Netflix Film Updates Small-Town Drama Genre,0
2097,"Did you not see any of the Trump campaigns in which his supporters were wearing, and selling, t-shirts with absolutely disgusting slogans about Hillary?",1
2098,Berlin Fashion Week sees models walk the runway in latex bondage-inspired outfits...,0
2099,So the destruction of our natural habits begin.,0
2100,Trans kids don't get the mental health care they're entitled to,0
2101,"Yes we should just open our legs and take it like good little handmaidens, right?",0
2102,Bisexual vs. pansexual: What is the difference?,0
2103,Quavo - Shooters Inside My Crib lyrics,0
2104,"Q&A: Maia Kobabe, Author of Banned Book 'Gender Queer,' on the Controversy in NoVA and Gender Identity",0
2105,Kind of unfair to say that.,0
2106,This is an example of the culture of HPD fertilized by the Louis Kealoha/SHOPO partnership.,0
2107,A Dream Analyst Explains What Gay Sex Dreams Mean If You're Straight,1
2108,Where was the pepper spray and the fire hoses?......,0
2109,So the 'people' have the right to take the resources on public land for their own profit and income?,0
2110,"Not really, most of us are still trying to figure out the ""obvious""  when it comes to who are the drunk drivers, kiddie porn distributors, rapist, bank robbers, and the list goes on.",0
2111,Beth Robinson becomes first out female LGBT appeals judge,0
2112,Terrible tragedy.,1
2113,Doubles as a good laxative.,0
2114,Tommy Lee Holds Brittany Furlan’s ‘Boobies’ For A Special Celebration,1
2115,"Can't just say ""sorry, your dead sister did drugs so go kick rocks.""",1
2116,My apologies.,0
2117,Screw up by our intelligence black ops??,1
2118,I do not believe Fearns is telling it like it was.,0
2119,Malaysians are laughing at this English Premier League striker. The reason will leave you in stitches.,0
2120,This is what you get when Democrats run the government for years and years and years.,1
2121,"No way to prove it but I am pretty sure I long ago read about diversity programs, let's call it interference because that is what it is, in both the Ontario Bar exams and the equivalent for medicine in either Ontario or the Maritimes.",0
2122,"Black History Month Spotlight: Leye Oyetunji Models, Spreads Joy Among Clinicians",0
2123,Nickle.,0
2124,"UK government bans virginity testing, but has still not apologized for past abuses on immigrants",0
2125,Duffield and Labour's internal tensions over trans rights. Will Starmer intervene?,0
2126,San Pedro 2020 Gato Negro Cabernet Sauvignon-Merlot (Chile),0
2127,And Just Like That shows Hollywood's South Asian diversity issue,0
2128,"A bitter bytchy column,  one woman slagging another for her success, while advocating that more women ought to be more successful.",0
2129,'We have to be what we want': The Dinah returns this weekend for 30th anniversary,0
2130,One could argue that each team's third goal resulted from an uncalled penalty.,0
2131,The Trap Becomes a Retirement Home for 2 Chainz on ‘Dope Don’t Sell Itself’,1
2132,Trans activists will not be charged for sharing J.K. Rowling’s address on Twitter,0
2133,"Ms. Clinton is hardly the first female politician to be shushed, metaphorically.",0
2134,Remember Christie phoning Allison Redford to congratulate Redford on also beating the odds?,0
2135,"Air Canada's Motto == We are not happy until you are not happy"" enough said!",1
2136,It probably is time Real Estate Agents lost their right to self govern.,0
2137,Maryland House of Delegates Censures Mary Ann Lisanti for Using Racist Slur,0
2138,I heard allie was thinking about serving an apprenticeship with Rap so she can sharpen her comments skills herein?,0
2139,Miss Utah 2020 Rachel Slawson on Being the First Openly Bisexual Miss USA Competitor,0
2140,My Gender Is Dyke,1
2141,Trump is angry about his jokes about him at the journalists' party last year.,1
2142,Trudeau talks about planning a coordinated offensive with the provinces to fight the softwood duties imposed by the U.S.,0
2143,"Canada's efforts should be on preparing for the NAFTA negotiations in concert with Mexico (including lobbying House and Senate members, industry representatives and State representatives that represent US interests and jurisdictions that have a large stake in trade with Canada and Mexico).",0
2144,'You don't look gay' and other things people say to me as a lesbian in straight woman drag,1
2145,Scuttlebutt has it that the toxic chemical in question was the active ingredient in Drumpf's hair dye.,0
2146,Quit insulting 4th graders.,1
2147,"If there drugs were in her purse and she went to dinner and the movies after work, she had drugs in her purse at work.",1
2148,Why a coronavirus upsurge could be devastating for South Asia,0
2149,"Being From A Tier-3 City, How Pride In Delhi Helped Me Express My Queer Desire",0
2150,"Progress
Structured properly the Basic Income for the poor could cost less that the current programs and certainly give the poor a break.",0
2151,J. Cole – Heaven's EP Lyrics,0
2152,Tropical booby bird spotted in Dana Point Harbor,0
2153,Teacher Fired For Breaking State’s Critical Race Theory Laws After Telling Students She’s Black,1
2154,I've lived in several communities where auto parts stores will take used oil.,0
2155,Ottawa Beach Inn closed for good as ownership plans Mexican restaurant,0
2156,CPS puts up vigorous court fight over disabled student’s claim he was sexually assaulted in 2016,0
2157,André Leon Talley didn’t like the label ‘gay’ and never had a husband,0
2158,Getting advise is beneficial as long as they (the govt) reminds itself that private interests are providing advise in order to have an advantage on being awarded business.,0
2159,"Is the south Indian idli from Indonesia, Gujarat or the Arab world?",0
2160,House of Representatives Passes China Competition Bill,0
2161,Why Kevin Hart Shouldn’t Have Played a Victim on ‘Ellen’ (Guest Column),0
2162,Obamacare isn't perfect and has a number of flaws but before you repeal it make sure that your alternative is better and without flaws.,0
2163,Not likely you could back up that last sentence of yours.,0
2164,1.,0
2165,"Black History Month observances include Stafford Dinner, ""The Loyola Project"" screening",0
2166,"Black folks, we must honor Dr. King this way: Stop killing each other. Especially our children",1
2167,I haven't seen that Ken Burns documentary but I'll look for it.,0
2168,Federal Appeals Courts Agree: Trans People Belong in Schools,0
2169,"I would reply to you but you would only do the only thing you know how to do when someone illustrates your folly, which is to have their comment D E L E T E D",0
2170,Men with 'golden penis syndrome' are ruining sex and dating for women,1
2171,"China's snowboard fans flock to buy panda boards, goggles",0
2172,"Seriously, why don't we just spend 10 billion to put up a very sophisticated high-powered satellite laser weapon, track in real time with our incredible sensors, and light his cigarette when he steps out of the limo.",0
2173,"Latino hipsters in the old hood? Like its creators, Netflix's 'Gentefied' is life 'between worlds'",0
2174,The point is that nobody wants your koolaide.,0
2175,Brody Dalle Testifies Against Josh Homme at Domestic Violence Trial: ‘I Was Terrified’,0
2176,"Inside 20 Rue Jacob, Salt Lake City's 1980s lesbian bookstore",0
2177,"pssst ignorant one, a new fund set up by the libs with friends to have a huge say in how our taxes are used outside of any elected official!!",0
2178,J. Cole & Lil Baby – ​​p r i d e . i s . t h e . d e v i l,0
2179,"Meat, fire, good.",1
2180,"Jack Woolley, Irish Olympic martial artist, comes out as bi",0
2181,"Kolkata: Classes break barriers, Muslim kids go to school in temple of learning",0
2182,"National Survey Seeks Experiences of 17,000 Sexual and Gender Diverse Teens - UConn Today",0
2183,'Bring your f*cking dinner': The 8 best reactions to Rangnick & Ronaldo,1
2184,‘Hit the N—– Baby’ – the 1880s game allowing players to hurl objects at Afric...,0
2185,"""“In my mind I don’t,” Gardner responds.",1
2186,Personhood is a legal concept?,0
2187,Maybe they are shy....,0
2188,Best Sex Pills For Men Over The Counter - Stay Hard Penis Pills Reviewed,1
2189,Black Madison school staffer appeals firing for repeating student's racial slur,0
2190,Muslims and Islam Knowledge Quiz,0
2191,Drug-resistant strain of STI affecting gay and bisexual men is on the rise in London,0
2192,A big mistake by the Libs to rile up white voters.,0
2193,Trans Activist Fights Back Against Police Harassment and Winds Up Changing the System [Video],0
2194,Personhood is entirely a legal concept.,0
2195,The headline on the homepage says that the President's pick dropped out.,0
2196,Jamil Smith: Racism Isn’t Just When You Say N*gger,1
2197,Celebrating Black History: Garret Gatewood makes history as Rancho Cordova’s first Black mayor,0
2198,"Don't worry just, It's just not true.",0
2199,"Very well said, Geoff Kennedy.",0
2200,Ah .,0
2201,What It’s Like to Be a Black Student at an Elite Boarding School,0
2202,It is ludicrous that the Liberals are ignoring this.,0
2203,"The Reeve's recommendation won't change the fact that half of those intercepted by the RCMP are fugitives  from US  laws, because those individuals aren't likely to show up at the official border crossings anyway.",0
2204,I don't know anything about the writer of this column but I bet she has been exposed to the real struggles women face since I doubt she is the daughter of a billionaire.,0
2205,"save it bud, B has a great chance to win and if he does, he will be the next pm when we kick justin to the curb,, canada needs a shift back from fascist left",0
2206,Misunderstood Composer Julius Eastman's 'Femenine' Gets A Fresh Take : Deceptive Cadence,0
2207,Local Black museum telling the 'stories before slavery',0
2208,Am I Bisexual? 18 Things to Consider,0
2209,Diego Fagot - Football - Naval Academy Athletics,0
2210,"The immigration processing system is already massively backlogged and this doofus wants to conduct one on one ""Canadian values"" personal interviews by visa officers.",0
2211,"Repentence_is_not_necessary_if_something_is_not_a_sin,_even_if_you_think_it_is.",0
2212,May this US Seal Rest In Peace!,0
2213,By rewarding the low IQ and poor genetics you are taking away from the higher IQ groups.,0
2214,And trading real estate produces what exactly in terms of real product?,0
2215,MasterChef UK: 'Disastrous' The Professionals contestant drops food and uses show as test kitchen,1
2216,"As Officials Look Away, Hate Speech in India Nears Dangerous Levels",0
2217,"Think warm, inclusive, concerned  thoughts!",0
2218,I'm often censured when suggesting that Saunders sees Brexit through a strong filter of bias.,0
2219,"Leo Varadkar, Ireland's Gay Prime Minister, Resigns",0
2220,"NLE Choppa Taps Young Thug For ""Push It""",1
2221,Barack Obama “ashamed” he used anti-gay slurs as a teenager,0
2222,Renaming Johnson County's “Negro Creek” | UMKC Roo News,0
2223,The Most Honest Book About Homosexuals: Patricia Highsmith’s Diaries and Notebooks,0
2224,"A century before Rosa Parks, a Black woman fought for her rights on an SF streetcar—and won",0
2225,Does Senate bill 501 also required abortion providers to counsel about options besides abortion?,0
2226,Trump promises to ban transgender women from sports if re-elected,1
2227,"I can see both sides of this debate, in theory.",0
2228,Just say no to carbon taxes.,0
2229,"""Voters are not gullible.""",0
2230,"I had thought that way once, before my son joined a fraternity.",0
2231,Captain Orange will no doubt be shaking in his boots as Little Potato starts waving his crayons around.,0
2232,There is nothing unethical about stating their views...that's precisely what Editorials do.,0
2233,Primary school teacher sacked for calling colleagues 'bloody lesbians' and leaving students in soiled clothing,0
2234,Donald sure has a nice warm smile for Paul; any closer and they would be smooching.,1
2235,Wigan’s Tony Clubb charged with using racist language in Super League game,0
2236,"We need Kleenex to wipe away our tears from laughing so much too, so much fake news.",1
2237,Helado Negro Announces 2022 World Tour,0
2238,This was targeted at kids in Grade 1 to 4 and is solely about gender confusion.,0
2239,Quite simple - look at the population of 30 percenters !,0
2240,"http://www.nbcnews.com/news/asian-america/vancouver-house-prices-rise-does-animosity-against-chinese-buyers-n581116
Vancouver is one of the most in-demand places in the world to live, but owning a home in the city is growing increasingly difficult as the price of a detached house has now reached $1.4 million dollars, according to the Real Estate Board of Greater Vancouver.",0
2241,"Black History and education: Southern Indiana segregation limited opportunities, divided youth",0
2242,Grimes jokes she's starting a 'lesbian space commune' after Elon Musk split,0
2243,'Back to the Future' is a cishet fantasy of repression,0
2244,Owner of Fanny's Cafe has post advertising faggots removed from Google over 'offensive language',1
2245,James Charles denies singing the N-word after 'James Charles Is Over Party' starts trending,0
2246,Cam'ron Takes Credit for ASAP Rocky Getting Rihanna Pregnant - XXL,0
2247,"""... all to prop up the sinking ratings of a mediocre president and his administration ...""   The 'mediocre president' who won more popular votes in his elections than Bill Clinton ever did?",0
2248,The Walking While Trans Ban Is ‘Stop and Frisk 2.0’,0
2249,"LGBTQ Youth of Faith Pray, Bond at 'Beloved Arise' Group",0
2250,Diary of a confused lesbian – Trinitonian,0
2251,More straight than gay people are being diagnosed with HIV for first time in a decade,0
2252,"Wow- you are just a little ray of sunshine, Duke.",0
2253,VMI to change honor system said to expel Black cadets more often,0
2254,You'd think the blockhead would know that...,1
2255,"On O'ahu, 20% is generated by other than fossil fuels.",0
2256,Peruvians demonstrate in support of bull and cock fighting,0
2257,Optus sponsors Sydney Gay and Lesbian Mardi Gras and more,0
2258,Next president will reinstate everything Trump undid anyway.,1
2259,Dwyane Wade says trans daughter Zaya knew gender identity since she was 3 years old,0
2260,"Thisguy808,

I think what you are saying about compensation for government employees and the private sector is based on very old data.",0
2261,Jury awards $1.75 million to gay Staten Island man who claims NYPD assaulted him and called him “faggot”,1
2262,"""..nominations for a five-member citizen panel that will help asses candidates ..""

Donkey candidates or 'assess'.",0
2263,"no its not, no disconnection they just do not like trump that's what this is all about these T.V.",0
2264,People Umar Gautam Helped Convert to Islam Deny Charges That He 'Forced' Them,0
2265,"Amid trans athlete debate, Penn’s Lia Thomas loses to trans Yale swimmer",0
2266,Merkel's pet Beta Male Macron will do what ever the old ladies tell him.,0
2267,They are an elected government.,0
2268,15 Negro Leagues locations you need to see,0
